2015-01-02 00:00:00,316.15
2015-01-05 00:00:00,276.8
2015-01-08 00:00:00,276.8
2015-01-11 00:00:00,272.25
2015-01-14 00:00:00,176.5
2015-01-17 00:00:00,197.12
2015-01-20 00:00:00,212.99
2015-01-23 00:00:00,233.03
2015-01-26 00:00:00,271.47
2015-01-29 00:00:00,233.19
2015-02-01 00:00:00,220.72
2015-02-04 00:00:00,222.56
2015-02-07 00:00:00,225.16
2015-02-10 00:00:00,220.16
2015-02-13 00:00:00,239.94
2015-02-16 00:00:00,235.86
2015-02-19 00:00:00,241.59
2015-02-22 00:00:00,236
2015-02-25 00:00:00,238.59
2015-02-28 00:00:00,252.98
2015-03-03 00:00:00,275.8
2015-03-06 00:00:00,272.12
2015-03-09 00:00:00,287.48
2015-03-12 00:00:00,297.39
2015-03-15 00:00:00,283.57
2015-03-18 00:00:00,265.85
2015-03-21 00:00:00,257.83
2015-03-24 00:00:00,247.83
2015-03-27 00:00:00,248.63
2015-03-30 00:00:00,245.18
2015-04-02 00:00:00,252.44
2015-04-05 00:00:00,257.03
2015-04-08 00:00:00,245.89
2015-04-11 00:00:00,236.7
2015-04-14 00:00:00,216
2015-04-17 00:00:00,222.67
2015-04-20 00:00:00,224.63
2015-04-23 00:00:00,235.48
2015-04-26 00:00:00,218.42
2015-04-29 00:00:00,225.69
2015-05-02 00:00:00,234.13
2015-05-05 00:00:00,234.66
2015-05-08 00:00:00,244.72
2015-05-11 00:00:00,244.19
2015-05-14 00:00:00,238.32
2015-05-17 00:00:00,235.78
2015-05-20 00:00:00,234.6
2015-05-23 00:00:00,238.77
2015-05-26 00:00:00,235.94
2015-05-29 00:00:00,235.87
2015-06-01 00:00:00,222.4
2015-06-04 00:00:00,225.54
2015-06-07 00:00:00,222.6
2015-06-10 00:00:00,228.01
2015-06-13 00:00:00,230.22
2015-06-16 00:00:00,245.35
2015-06-19 00:00:00,246.45
2015-06-22 00:00:00,246.35
2015-06-25 00:00:00,241.92
2015-06-28 00:00:00,248.76
2015-07-01 00:00:00,257.85
2015-07-04 00:00:00,257.92
2015-07-07 00:00:00,267.26
2015-07-10 00:00:00,286.98
2015-07-13 00:00:00,289.9
2015-07-16 00:00:00,275.76
2015-07-19 00:00:00,276.09
2015-07-22 00:00:00,277.54
2015-07-25 00:00:00,287.12
2015-07-28 00:00:00,295.24
2015-07-31 00:00:00,284.78
2015-08-03 00:00:00,284.39
2015-08-06 00:00:00,277.1
2015-08-09 00:00:00,265.42
2015-08-12 00:00:00,267.89
2015-08-15 00:00:00,265.41
2015-08-18 00:00:00,253.91
2015-08-21 00:00:00,233.59
2015-08-24 00:00:00,213.24
2015-08-27 00:00:00,228.27
2015-08-30 00:00:00,226.47
2015-09-02 00:00:00,230.68
2015-09-05 00:00:00,234.67
2015-09-08 00:00:00,243.08
2015-09-11 00:00:00,239.93
2015-09-14 00:00:00,230.88
2015-09-17 00:00:00,234
2015-09-20 00:00:00,230.2
2015-09-23 00:00:00,229.95
2015-09-26 00:00:00,233.76
2015-09-29 00:00:00,237.68
2015-10-02 00:00:00,237.78
2015-10-05 00:00:00,239.22
2015-10-08 00:00:00,243.91
2015-10-11 00:00:00,248.08
2015-10-14 00:00:00,254.6
2015-10-17 00:00:00,269.07
2015-10-20 00:00:00,269.8
2015-10-23 00:00:00,277.43
2015-10-26 00:00:00,284.95
2015-10-29 00:00:00,310.36
2015-11-01 00:00:00,311.5
2015-11-04 00:00:00,437.05
